F_4C_1_1	F_4C_1_2	F_4C_1_3	F_4C_1_4	F_4C_2_1	F_4C_2_2	F_4C_2_3	F_4C_2_4	F_4C_3_1	F_4C_3_2	F_4C_3_3	F_4C_3_4	F_4C_4_1	F_4C_4_2	F_4C_4_3	F_4C_4_4	PS_4C_1_1	PS_4C_1_2	PS_4C_1_3	PS_4C_1_4	PS_4C_2_1	PS_4C_2_2	PS_4C_2_3	PS_4C_2_4	PS_4C_3_1	PS_4C_3_2	PS_4C_3_3	PS_4C_3_4	PS_4C_4_1	PS_4C_4_2	PS_4C_4_3	PS_4C_4_4	PS_4C_5_1	PS_4C_5_2	PS_4C_5_3	PS_4C_5_4
Dusp2	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfge8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0
Stamos	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6307	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6300	0.5	NA	0	0.75	1	0.75	NA	0.5	NA	0.5	0.25	NA	NA	0.75	0.5	NA	NA	0	0.5	NA	1	0.75	0.5	0.75	0.5	1	NA	NA	NA	NA	NA	NA	1	0.5	1	0
Slc5a5	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cc2d1a	0	0	0	0	0	0	0.25	0	0	0	0	NA	0	0	0	0	0.25	0	0.25	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cc2d1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ltc4s	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0.25	0.25	0	0	0	0	0	0	0.25	0	0.25	0.25	0	0.25	0.25	0
Ubr3	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubr2	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubr1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubr7	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ubr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vcpkmt	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	1	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a7	0	0.25	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0.25
Psd	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hspa12a	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930513N10Rik	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12070	0.25	0	0	0.25	0.5	NA	0.25	0	0	0.75	1	1	0	0.5	0.25	0	0	1	NA	1	0.25	0	0	0.25	0.5	0.25	1	0.25	0	0.5	0	0.25	0.25	0.5	0.25	0
4922502H24Rik	0.75	0.75	0.75	0.75	0.5	1	NA	1	0.75	0	0.25	NA	1	1	1	0.25	1	1	1	NA	0.5	0.75	1	0.5	0.75	0.5	1	0.5	0.75	0.5	0.5	1	0.75	1	0.25	0.25
1700073E17Rik	0.5	0.25	0.25	0.5	0.5	0.25	0	0.25	0.75	0.5	0.5	NA	1	0.25	0.25	0	0.75	0	0	0	0.75	0.25	0.25	0.25	0	0	0	0	0.5	0.75	1	0	0.75	0	0.25	0.25
Tinag	NA	0	0.5	0.5	0.5	0	1	1	NA	0.25	0.25	NA	0.25	0	0.75	0.25	NA	1	0.5	NA	0.25	1	0	0.25	1	0.5	0.25	NA	1	0	0.75	1	0.5	NA	0.75	NA
Polg2	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A430005L14Rik	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0
Colgalt2	0.25	0	0	0	0	0.25	0	0	0	0	0	NA	0.25	0.25	0.5	0.5	0	0	0	0	0.75	0.5	0.5	0.75	0	0.25	0.25	0.25	0	0	0	0	0	0	0.25	0
Ddx26b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tescl	0.25	0	0.25	0	0.25	0	0	0	0	0	0	NA	0	0	0	0	0.5	0.75	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angptl7	0.5	0.5	0	0.5	0.5	0.5	1	0.75	0.5	0.25	0.25	NA	0.25	0.5	0.5	0.5	0.25	0.25	0.5	0.25	0.5	0.75	0.75	0.5	0.25	0.25	0.5	0.5	0.5	0.75	0.75	0.25	0.5	0.5	0.75	0.25
Angptl6	0.25	0.25	0.25	0.25	0	0	0	0	0.5	0.25	0.25	0	0.25	0	0.25	0.25	0	0	0.25	0	0.25	0.25	0.25	0.25	0	0	0.25	0	0	0	0	0.25	0	0	0	0.25
Angptl4	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angptl3	NA	1	1	1	0.75	1	1	NA	0.5	0.75	0.25	1	0.25	0.75	0.25	NA	NA	0.75	1	NA	0.75	1	0.75	NA	0.75	0.75	1	0.5	1	1	1	1	NA	0.5	0.75	1
Angptl2	0.5	0.25	0.25	0.25	0.75	0.25	0.75	0.5	0.5	0.25	0.5	1	0.5	0.25	0.25	0.25	0.5	0.75	0.5	0.5	0.5	0.5	0.5	0.75	0.5	0.5	0.75	0.75	0.5	0.25	0.75	0.75	0.25	0.75	0.25	0.25
Angptl1	0.5	0	0.25	0.25	1	0.5	0.25	0.25	0.25	0	0	NA	0.5	0	0.25	0.25	1	0.5	0.75	0	0	0	0.75	0.75	0.5	0.5	0.75	0.5	0.5	0	0.75	0.5	0.5	0.25	0.25	0.5
Eid2	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eid3	0.25	1	0.5	0.5	0.25	0	0.75	0.25	0.75	0.75	0.5	NA	0	0.25	0.75	0.5	0.5	1	1	1	0.25	0.75	0.5	1	0.5	0.25	1	0.75	0.75	1	0.75	0.75	0	0.5	0.25	0.75
BC053393	0.5	0	0.25	0.75	1	0.5	0.5	0.75	0	0	0.25	NA	0	0	0	0.5	0.75	0.25	0.25	0.25	0.25	0.25	0.5	0	0.25	0.25	0	0.25	0.75	0.5	0.25	0.5	0.25	0.75	0.25	NA
Eid1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fhdc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI837181	0	0.25	0.25	0.25	0.25	0	0	0.25	0.25	0.25	0.25	0	0.25	0.25	0	0	0.25	0.5	0.5	0.75	0.25	0.25	0	0.25	0	0	0	0	0	0	0.25	0	0.25	0	0	0.25
Gk2	0.25	0.5	0.5	1	NA	0.25	0.25	0	NA	0.5	0.5	NA	1	0.25	0.75	0.75	NA	1	0.75	0.5	0.5	0.75	0.5	0.5	0.75	0.5	0.75	0.75	1	0.75	0.5	0.5	0.5	0.5	0.5	0.75
Gk5	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0
Agbl5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13304	0	0.25	0.5	0.25	0	0.25	1	0	0	0	0	NA	0	0	0	0	0.25	NA	0	0	0	0.25	0	0.25	0	0.25	0.25	0	0.25	0	0.25	0.75	0.25	0	0	0
Gm13305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm13306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
4933430H16Rik	0.25	0	0	0	0	0.25	0	0	0	0	0	NA	0.5	0	0.25	0.5	0	NA	0	0	0	0	0	0	0.25	0	0.25	0	0	0	0	0.5	0	0.25	0.25	0
Gm13308	0	0	0	0	0	0	NA	0	0	0	NA	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E330009J07Rik	0	0	0	0	0	0	0	0	0	0	0	NA	0.25	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdha	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdhc	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdhb	0	0	0	0	0	0.25	0	0	0	0	0	NA	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0.25	0
Sdhd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.5	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0
4930426D05Rik	0	0	0	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700048M11Rik	0.5	0.25	0.5	0.75	0.5	0.5	0.5	0.5	0.25	0.5	0.5	NA	0.5	0.25	0.5	0.25	0	0.25	0.75	0.5	0.25	0.5	0.5	0.25	0.25	0.25	0	0	0.25	0.25	0.25	0.25	0.25	0.5	0.5	0
Gm4216	NA	0	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA
Gm4214	NA	0.75	0.5	0	1	NA	NA	0.75	0	NA	0.5	NA	0.25	0	0.25	NA	NA	NA	NA	NA	0.75	NA	0.25	NA	0.25	0.75	0.25	1	1	NA	NA	0	0	0	0	0
Pipox	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0.25	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0
4930512B01Rik	0	0.25	0	0.25	0	0	0	0	0	0	0	NA	0.5	0	0.25	0	0.25	0.5	0.25	1	0	0	0	0.25	0.5	0	0.5	0	0	0	0	0	0.25	0.25	0.25	0.5
Atp9b	0	0	0	0	0	0	0	NA	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp9a	0.25	0.25	0.25	0.25	0	0.25	0	0	0	0	0.25	0	0.25	0.25	0	0	0.25	0	0.25	0	0.25	0.25	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0
5830418P13Rik	0	0	0	0.25	0	0	0.25	0	0	0	0	NA	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25
Mir6939	0.5	0.5	0.5	0.75	0.5	0.5	0.5	0.5	0.5	0.5	0.75	NA	0.25	0.5	0.75	0.75	1	1	1	0.75	0.75	0.75	0.5	0.5	0.75	0.75	1	0.75	0.5	0.75	0.5	0.5	0.5	0.75	1	0.5
Mir6938	1	0.5	0	0.5	0.5	0.25	0.25	0.75	0.75	0.5	0.25	NA	0.75	0.75	0.75	0.5	0.75	0.75	0.25	0.5	0.5	0.5	0.25	0.25	0.75	0.5	0.75	0.5	0.25	0.75	0.5	0.5	0	0.5	0.5	0.75
Mir6931	0.25	0	1	0.5	0.5	0.75	0.5	0	0.5	0.5	0	NA	0	0	0	0.25	0.75	0.25	0.5	0	0.25	0.75	1	0.75	0.5	0.5	0.25	0.25	0.5	0.5	0.5	0.25	0.25	0.25	0	0.25
Mir6930	0.75	0.75	0.5	0.5	0.25	0.75	0.5	0.25	0.25	0.25	0.5	0	0	0.25	0.75	0.5	0.5	NA	0.5	0.5	0.5	0.5	0.5	1	0.5	0.5	0.5	0.75	0.75	0.75	0.75	0.75	0.5	0.75	0.75	0.25
Mir6933	0.75	1	1	1	0.75	0.75	1	0.75	1	1	1	0.75	0.75	0.75	1	1	0.75	0.75	0.75	1	1	0.75	0.75	1	0.5	0.25	0.5	0.5	0.75	0.5	0.25	0.75	0.75	0.75	0.75	0.75
Mir6932	0.25	0	0.25	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0.75	0.75	0	NA	0	0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0	0	0	0	0.5	0.5	0.25
Mir6935	0.25	0.25	0	0.5	0	0	0	0	0.25	0.25	0.25	0	0	0	0	0	0	0	0.25	0	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25
Mir6934	0.25	0.25	0.25	0	0.25	0.25	0.25	0.25	0.25	0.25	0.25	NA	0.25	0.25	0	0	0.5	0	0.5	0.5	0	0.25	0.25	0.5	0	0	0	0.5	0.25	0	0.25	0.25	0	0.5	0.25	0.5
Mir6937	0.5	0.5	0.25	1	0.25	0.5	0.5	0.5	0.5	0.25	0.5	NA	0.25	0.25	0.25	0.5	0.25	0.5	0.5	0.75	0.75	0.25	0.75	0	0.75	0.75	0.5	0.75	0.75	0	0.75	0.5	0.75	0.5	1	0.5
Mir6936	0	0.25	0.25	0.25	0	0.25	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0
C8a	0	0	0.25	0.25	0.75	0.5	0	0.25	0.5	0.25	0.25	NA	0	0.5	0	0.25	1	NA	0.25	NA	0	0	0.25	0	0.5	0.25	0	0	0.75	0.5	0.75	0.75	0.25	0	0.75	0.5
C8b	0	0.5	0.75	0.25	0.25	0.75	NA	1	0.75	0.75	0.5	NA	1	0.5	0.25	0.5	0.75	0.75	1	0.75	0.75	0.75	0.75	0.75	0.5	0.25	0.25	0.25	0.25	0	0	0	0.5	0.25	0.5	0.25
BC028528	0	0	0	0	0	0.25	0	0	0	0	0	NA	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0
C8g	0.25	0.25	0.5	0.25	0.5	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0	0.5	0.25	0.5	0.5	0.25	0.25	0.25	0.5	0.25	0.25	0.25	0.25	0	0.5	0.25	0.25	0.5	0.25	0.25	0.25	0.5	0.25
Atxn10	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6330403K07Rik	0.25	0.25	0.75	0.5	0	0.25	0.25	0	0.5	0.25	0.25	NA	0.25	0.25	0.25	0.5	0.25	NA	0.5	0	0.75	0.25	0.5	0.5	0.25	0.25	0	0	0.25	0.5	0.25	0.5	0.5	0.5	0.25	0.5
Ermard	0.25	0.75	1	0	0	0.5	0.25	0.5	0.25	0.25	1	NA	0.25	0.5	0	0.25	0.5	0	0.25	0.75	0.25	0.5	0.25	0.75	0	0.25	0	0.25	0.75	0.25	0.75	0	0.25	0.25	1	0.25
Atxn1l	0	0	0	0.25	0	0.25	0.25	0	0.25	0	0	NA	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0.25	0	0.25	0	0	0.25	0	0.25
Sys1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0.25	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chpf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.25
Sec22c	0	0	0	0	0	0.25	0	0	0	0	0.25	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec22b	0	0	0	0	0	0.25	0	0	0	0	0	NA	0	0	0.25	0	0	0	1	0.25	0	0	0	0	0	0	0.25	0	NA	0	0	0	0.25	0	0	0
Sec22a	0.5	0.5	0.25	0	0.25	0.25	0	0	0.5	0.25	0.25	NA	0.5	0	0.5	0.25	0	0.5	0.25	0.5	0.5	0.25	0.25	0.25	0	0	0.25	0	0.75	1	0	0	0.25	0	0.25	0.5
Gm7173	0	0	0	0	0	NA	0	0	NA	0	0	NA	NA	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	0	NA	0	0	NA	0	0
Ube2d2a	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2bp	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2d2b	0.25	0.25	0	1	0.25	0.75	1	0	0.25	0.25	0.5	NA	0.75	0.75	0.75	0.25	0	NA	0.75	NA	0.25	0.5	0.25	0.25	0.75	0.75	0.5	0.25	0.5	1	0.5	0.25	0	0.75	1	0.5
Tasp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsr1	0.25	0.25	0.25	0	0.25	0	0.25	0.25	0.25	0	0	0.25	0	0.25	0	0.25	0	0.5	0	0.25	0	0.25	0	0	0	0.25	0	0	0	0	0.25	0	0	0	0	0
Tsr3	0	0	0	0.25	0	0	0	0	0.25	0	0.25	NA	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Tsr2	0	0	0.25	0	0	0	0	0	0	0	0.25	NA	0.25	0	0	0	0	0	0.25	0.25	0	0.25	0.25	0.25	0	0	0	0	0	0.25	0	0	0	0	0	0
Mms22l	0	0.25	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	NA	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Whsc1	0.5	0.75	0.75	0.75	0.25	0	0.75	0.25	0.25	0	0	NA	0	0.5	0.75	0.75	1	0.5	NA	NA	0.25	1	0.75	NA	0.5	0.75	0.25	0.5	0.25	0.75	0.5	0.25	1	0.75	1	0.75
Arl13b	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl13a	0.75	0.5	0.25	0	0.75	0	0	0.5	0	0	NA	NA	0	0	0	0	0	0.75	1	1	0.5	0	0	NA	0.75	0	0.25	0	NA	NA	0	1	NA	0	0.75	NA
Ppp2ca	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C87977	0	0	0	0	0	0	NA	0.75	NA	0.25	0	NA	0	0	0	0	NA	0.25	0	NA	0.25	0.25	0.75	NA	0.25	0.25	0	0.25	0.5	1	0	0.5	0	0	0	0.25
Ppp2cb	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Llgl2	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Llgl1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0
Hist1h2bl	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rccd1	0.5	0.25	0.5	0.5	0.5	0.5	0.25	0.25	0.25	0.25	0.25	NA	0.5	0.25	0.5	0.5	0.25	0.25	0.5	0.75	0.5	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.5	0.25	0.25	0.25	0	0.25	0.25
Olr1	0.25	0.25	0	0.25	0.25	0.25	0.25	0.5	0	0	0.25	NA	NA	0.5	0.5	0	0	0.25	0	0	0.25	0.25	0.5	NA	0	0.5	0	0.25	0	0.75	0.75	0.25	0.5	0.25	0.5	NA
Trp53cor1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0
Gm1631	0.25	0.25	0.5	0.25	0.25	0	0	0	0.25	0.25	0.5	0	0	0.25	0.25	0.25	1	0.25	0.25	0	0	0.5	0	0.25	0.5	0	0	0.25	0.5	0.25	1	0.25	0	0.75	0.75	0.5
Mir15a	1	0.5	0.75	0.25	1	1	NA	0.75	0.75	0.5	1	NA	0.5	1	0.5	0.25	1	NA	0	NA	1	1	0.5	0.75	0	0.75	1	0.75	NA	0.5	0.75	1	1	NA	0.75	1
Mir15b	0	0	0.5	NA	1	1	1	0	0.5	0.5	0	NA	0	0	0	NA	0.5	1	NA	NA	0.5	1	1	0.75	0.75	0.5	NA	NA	0.75	NA	1	1	0.5	NA	0.75	NA
Arhgap44	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap40	0.25	1	0.25	0.25	0	0	0.25	0	0	0	0.25	NA	0.25	0.25	0	0.25	0.25	0.25	0.5	0	0.25	0	0	0	0	0	0	0	0.25	0.25	0.25	0.5	0.5	0.25	0.25	0.25
Arhgap42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morc2a	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morc2b	0	0	0	0.25	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0.25	0	0	0.25	0	0	0	0.5	0	0	0	0	0	0	0	0	0
Slitrk6	0	NA	NA	0	0.25	0	0	NA	1	NA	NA	NA	1	0	0	0	NA	0	0.5	NA	0	0	0.25	NA	0.25	0.5	0.5	NA	0	0	NA	NA	0	0	0	0
Slitrk4	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0
Slitrk5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slitrk2	0	0	0	0	0	0	0	0.25	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab39b	0	0.25	0	0	0.5	0	0	0	0	0	NA	NA	0	0	0	0	0	NA	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0
Slitrk1	0	0	0.25	0	0	0	0	0.25	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0
Mir154	0.75	0.75	0.5	0.75	0.75	0.75	0.75	0	0.5	0.75	0.5	NA	1	1	0.5	0.75	1	0.75	0.5	0.5	0.75	1	1	0.75	0.5	1	0.75	0.75	0.75	0.75	0.5	0.75	0.25	1	1	0.75
Mir155	1	0.75	1	1	0.5	0.5	0.75	0.75	0.5	0.25	0.75	NA	0.5	0.5	0.25	0.75	0.75	0.75	0	NA	0.75	0	0	0.5	0.5	0.5	0.5	0.75	0	0.5	0.75	0	1	1	0.75	0.75
Mir150	0.25	0.25	0.25	0.5	0.25	0.5	0.25	0.5	0.25	0.25	0.25	0	0.25	0.5	0.5	0.5	0.25	0.75	0.75	0.5	0.5	0.5	0.5	0.25	0.5	0.25	0.5	0.5	0.5	0.5	0.5	0	0.5	0.5	0.5	0.75
Mir152	0.5	0.25	0	0.25	0	0	0	0	0.75	0.25	0.25	0	0	0	0.25	0.25	0	0	0	0	0.75	0	0.25	0.5	0	0	0	0	0.25	0.25	0	0	0	0.25	0	0
Mir153	0.25	0.25	0.25	0	0	0	NA	0	0	0	0	0	0	0	0	0	0.25	0	0.25	0.5	0	0	0	0	0.25	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0
Lect1	0.25	0.5	0.25	0.25	0.25	0	0	0	0	0	0	NA	0	0	0	0	0	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	0
Ppp3ca	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp3cb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933440M02Rik	0	0	0	0.25	0	0	0	0.25	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0.25	0	0.25	0	0	0	0	0	0	0
Arfrp1	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ush1c	0	0.25	0	0.25	0	0	0	0	0	0	0	NA	0	0	0	0	0	0.5	0.25	NA	0	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0	0
Ush1g	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7213	0.5	0.5	0.5	0.5	0.25	0.5	0.25	0.75	0.5	0.5	0.75	0.5	0.5	0.75	0.75	0.75	0.75	0.75	1	0.75	0.5	0.5	0.75	1	0.75	0.75	0.75	0.75	0.5	0.5	0.75	0.75	0.5	0.75	0.5	0.5
Mir7212	0	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0	0.25	0	0.25	0	0.25	0.25	0	0.25	0	0	0.25	0.5	0	0	0	0	0	0	0	0	0.25	0.25
