mES_Serum_r1	mES_Serum_r2	mES_2i_r1	mES_2i_r2	mES_2i3p_r1	mES_2i3p_r2
9330158H04Rik	0	0	2.48156	2.62824	0	0
Chrm2	0	0	28.4784	31.9947	0	0
Mir490	0	23.4983	0	0	0	0
Mtpn	33.6801	3.36777	0	0	6.71049	30.3763
Nup205	44.2709	45.6253	0	0	33.6372	0
Svopl	0	0.0475954	0	0	0.0423498	0
Zc3hav1l	4.65948	4.36982	3.65162	28.5879	5.46134	4.46978
Atp6v0a4	1.43233	7.14465	25.3815	2.94709	1.39808	0.798182
D630045J12Rik	1.22699	1.20897	4.38044	1.41194	0.963514	0.574469
Tmem213	0.330034	2.09362	0.627065	1.06939	0	0
Zc3hav1	4.7574	0.783383	0.84962	2.01073	44.7559	37.4751
Ttc26	2.72106	2.35431	0	4.77357	2.65578	2.70982
Trim24	50.5989	46.4105	0.919429	1.51778	49.5002	19.6638
1110001J03Rik	43.6754	38.131	49.074	58.497	21.6917	48.1724
Ubn2	5.34284	4.89648	2.40381	2.5768	4.11304	3.70674
Klrg2	0.202559	0.0787369	0.116474	0.180352	0.308391	0.181869
Clec2l	0.344995	0.758226	0.198684	0.319135	2.04772	0.103523
Tbxas1	0	0.0181215	1.39063	0	0.0746186	1.48169
1700025N23Rik	0	0.0321611	2.95411	0	0.0515757	0
Hipk2	3.25817	5.69416	1.95304	1.75313	0	0
Parp12	5.97467	9.46448	0	3.65603	1.70834	1.52621
Jhdm1d	5.27128	2.19935	0	1.84711	20.5406	19.1896
Rab19	0.283746	0.603822	0	0	0.326887	0.454379
Luc7l2	40.9084	33.6921	6.81321	7.7955	10.0718	9.7207
Slc37a3	8.24269	10.5027	31.2162	36.7148	43.676	41.7968
Adck2	1.10244	1.94861	0.941044	1.32664	1.07194	0.338896
Dennd2a	7.67957	83.0921	53.3216	49.7848	6.54576	4.83268
Ndufb2	49.4073	15.4003	8.89314	9.09995	55.7264	66.1954
Tmem178b	0.0363897	0.0111382	47.2312	51.0237	3.82179	3.39083
Braf	9.568	26.2149	3.23598	3.18502	67.4087	54.7625
Mrps33	28.5697	5.51638	0	0	0.0317295	0
E330009J07Rik	1.56746	1.80331	0	0	27.6185	30.8379
Wee2	0.0391947	0.0239857	0.554886	48.6541	0	0
Agk	8.90477	14.1438	50.0271	13.6715	0.628435	0.43334
Tas2r137	0	0	11.559	0.632431	14.4941	14.0594
Tas2r108	0	0	0	0	0	0
Prss37	0	0	0	0	0	0
Olfr461	0	0	0	0	0	0
Olfr460	0	0	30.051	0	0	0
Ssbp1	26.8136	0	0	0	0.025877	0
Mkrn1	147.397	0	0	0	0	0
Clec5a	0	0	0	0	0	0
Mgam	0	0	0	0	0	0.0398711
Moxd2	0	0	0	0	0	0
1700074P13Rik	0	0	0	0	0.0438043	27.3767
Prss58	0	0	0	0	0	0
Gm2663	0	0.0172328	0	0	0	0.430945
2210010C04Rik	0	0.0175713	0	0	0	0
1810009J06Rik	0	0.0170684	0	0.114047	0	0
Try4	0	0	0	0	0	0
Tas2r138	0	0	0	0	0	0
Try5	0	0	0	0	0	0
Try10	0	37.0926	0	0	0	0
Gm5409	0	0	0	0	0	0
Prss3	0	0	0	33.6956	0	0
Gm10334	0	0	0	0	21.4284	0
Gm5771	0	0	0	0	0	0
Prss1	0	0	0	0	0	0
Prss2	0	0	0	0	0	0
Trpv6	0	0	0	0	0	0
Trpv5	0	0	0	0	0	0
Olfr459	0	0	0	0	0	0
1700034O15Rik	0	0	0	0.622495	0	0
Ephb6	0.472568	0	0	0	0.0672698	0.0525189
Pip	0	0	0	0	0	0
Sval2	0	0.214745	0	0	0	0
Kel	0	0	0	0	0.14603	0.317912
Sval1	0	0	1.08594	0	0	0
Sval3	0	0	0	0	0.193378	0
Sva	0	0.374475	0	0	0.670303	0
Tas2r144	0	0	0	0	0	0
Tas2r139	0	0.841422	0	0	0	0
Tmem139	0.673272	1.81135	1.35065	0.233862	0.501248	0.528772
Gstk1	1.75438	0.211844	0	1.82023	0	0.134944
Clcn1	0.0943247	6.95931	0.144515	0.0662132	0	0
Casp2	8.83239	1.14764	5.48217	5.90531	0.0474677	0
Fam131b	1.03346	247.292	0.0624104	0.283881	6.58132	7.6305
Tas2r143	0	0	0	0	0	0
Tas2r126	0	0	0	0	0	0
Tas2r135	0	0	0	0	0	0
Olfr458	0	0	0	0	0	0
Olfr457	0	0	0	9.10463	0	0
Zyx	24.0151	0	0	0	0	0
Olfr456	0	0	0	0	0	0
Epha1	7.97719	0	7.36368	0	0.746563	13.3002
2010310C07Rik	0	0.00553465	0	0	0.141749	0
Olfr455	0	0	1.30943	0	0	0
Fam115e	0	2.34879	0	0.70971	0	0
Fam115c	0.932585	0	0	0	0	0
Olfr38	0	0	0	2.70276	20.2486	0
Olfr453	0	0	0	0	0.452499	0
Olfr452	0	0	1.91228	2.87966	0	0.695932
Olfr450	0	0	2.12466	0	0	0
Olfr449	0	0	0	0	0	0
Fam115a	2.94226	56.514	0	0	0	0
Olfr446	0	0	0	0	0	0
Olfr444	0	1.11541	0	0	0	0
Olfr448	0	0	0	0	0	0
Olfr441	0	0	0	0	0	1.24335
Olfr13	0	0	0	0	0	0
Olfr437	0	0	0	0	1.71211	0
Olfr447	0	0	0	0	0	0.495296
Olfr237-ps1	0	0	0	0	0	0
Olfr47	0	0	0	0	0	0
Olfr435	0	13.941	0	0	0	0.722736
Olfr434	0	0	0	0	0	0.074729
Nobox	0.0623689	2.52352	0	1.23355	0.916812	0
Arhgef5	1.63368	0.0761278	1.06556	0	0.108321	0
Tpk1	3.56817	1.21385	3.48706	2.15667	2.75765	3.30903
Cntnap2	0.585818	0.50969	1.64556	1.7132	0.369132	0.700379
Cul1	46.6356	38.9762	30.5102	31.1963	33.9188	35.5332
Ezh2	71.4981	10.8082	57.7719	64.9518	47.2955	45.1444
Rn4.5s	1150.01	56.8859	446.504	319.484	95.3331	179.608
Zfp786	0.600733	1.18854	0.460363	0.758209	1.1168	1.05396
Zfp398	0.930532	3.30336	0.88495	2.07325	1.67093	1.30426
Zfp282	1.92446	1.72167	1.82594	1.00014	2.19405	1.37431
Pdia4	37.603	9.87486	47.6981	50.8793	0.0871099	4.72723
Mir704	0	0.292894	0	0	1.68446	0.119159
Zfp212	6.17523	4.4881	6.98019	4.5056	5.67543	1.27944
Zfp777	9.11007	81.2514	5.21563	0.210187	4.04236	3.5697
Zfp783	0.423826	0	0.0572789	2.07639	9.26766	80.826
Zfp956	1.64536	13.7544	1.04029	4.10748	0.0119381	0
Zfp746	6.73432	7.45273	3.15119	7.76063	79.9122	6.31188
Krba1	3.08465	0.0439504	0.0156427	0.0143954	0	2.70719
Sspo	0.0408835	1.46585	3.2941	3.2873	1.05717	0.186125
Zfp467	1.28277	8.57042	2.33654	2.16021	3.13029	0
Atp6v0e2	2.97342	0	4.3142	3.25302	0	3.02105
Gm5111	0	8.14421	0.652371	0	2.97396	0
Zfp862	1.43793	2.69394	0	0.823921	1.10289	1.00494
Doxl2	0	3.02348	1.96598	1.54006	1.14636	0
Lrrc61	4.08501	0.174106	0	0.459645	0.359494	0
Rarres2	0.21182	0	0	0	0.408133	1.45578
Zfp775	1.02866	0.907185	0.825436	0	1.3941	0.860263
Gimap8	0	0	0	0	0	0
AI854703	0.405334	1.30776	4.54072	0	0	0.929279
Gimap5	0	2.91144	0	0	0	0.513224
Gimap6	0	0	0.143309	0	0	0
Gimap7	0	0.0247531	1.24398	0	1.51283	0
Gimap1	0	0	0	2.24654	0	0
Gimap4	0	0.0228226	0.187237	1.88297	0	0
Gimap9	1.34351	0.0260473	0	0	0.0649158	0
Gimap3	0	0	0	0	4.11342	0.186366
Abp1	0	0	0	5.61456	0	0
1600015I10Rik	0	4.44185	0	0	0	2.41732
Tmem176a	2.58648	0	0	0	0	0
Repin1	5.48154	0.73406	0	3.79767	0	8.96945
Tmem176b	5.05862	7.89041	2.55766	1.6364	10.7005	0
Svs1	0	6.84656	3.14211	0	5.10176	17.6119
Gpnmb	0.905893	0	0.940113	0.677131	21.7261	4.5407
Malsu1	24.0114	19.8547	28.4095	29.1487	22.6507	21.7156
Igf2bp3	30.1728	24.9325	20.0867	22.5116	46.6444	44.0786
Ccdc126	1.73095	2.06898	1.28079	1.81803	2.92311	1.8894
Fam221a	1.33615	0.986113	1.63938	1.38518	1.05505	0.769523
Npy	0	1.21746	0.557221	1.28254	0.822743	1.2668
Stk31	2.49358	1.72825	0.733923	1.63625	1.05722	1.0353
Tra2a	68.1736	71.7869	66.7559	79.5642	75.5809	69.8277
Dfna5	0.218282	0.450023	0.502149	0.687466	0.332126	0.522782
Osbpl3	1.26038	1.48317	0.952655	1.38029	0.681845	0.666784
Npvf	0	0	0	0	0	0
Mir148a	0	0.357332	0	0	0	0
Nfe2l3	0.314626	0	0	1.41732	0.704483	0.860561
Cycs	22.0564	0.217902	0.227224	37.74	0	0
5430402O13Rik	0	0.498192	1.44696	0	0.0429839	0
4921507P07Rik	1.13615	31.7905	39.0515	0.207572	24.3604	28.491
Mpp6	32.3689	22.2614	37.9521	40.9903	42.1822	39.6787
Hoxa1	2.96566	10.7227	0.117041	0.149544	1.06983	1.10913
Hoxa2	0.499653	2.29502	0	0.740652	0.0442682	0.171163
Hoxa7	0	0.0466462	16.7784	0	0.0618976	0.702798
Mir196b	0	22.5508	0.164324	2.9219	0.261848	20.7217
Mira	0.716865	0.86405	0	0.126486	0	0
Snx10	16.6099	0.239343	0.148307	16.4261	21.1509	39.3881
Skap2	31.7933	0	2.45091	0.33882	1.25057	1.29956
Hoxa9	0.152657	1.07901	1.24355	0	1.13727	151.683
Hoxa13	0.191411	0.0581823	0	0	31.744	0
Hoxa10	0.430288	0.0237206	0	36.7842	0.165356	0.0722233
Hoxa11	0.134164	0.421161	0.123723	0.325067	158.07	0.459815
Hoxa11as	0.0901714	0.329827	33.1595	0.135129	0	0.618095
Hoxa3	0.224829	0.355331	145.229	0.081547	0.47985	0.308298
2700086A05Rik	0	0.220813	0	0.49641	0.549246	0.0463604
Hoxa4	0	83.3701	0	162.135	0.434118	0.470412
Hoxa5	0.196777	27.8962	0.103399	0.189057	0.156619	0.0538083
Hoxa6	0	0.508728	0	0	0	0
5730457N03Rik	0.0387596	0	0.183517	0	0	0.0956013
Evx1	0.0786543	0.19414	0.289819	0.264135	0.273382	0.0754511
Cbx3	135.03	0.461128	0	0	0	0
Hibadh	33.6877	0.323399	26.1655	26.2768	28.9852	215.175
9430076C15Rik	0.0744079	0.378276	0	0	0.0324354	26.6744
Jazf1	0.463571	0.20487	0	0.0812628	0.197116	0
Creb5	0.827112	0.115505	0.362187	0	0.370391	0.141336
Cpvl	0.0758226	0.0113864	0.621537	0	0.0686524	2.48932
Tril	0.101805	0.811704	0.174587	0.158763	0.183394	0.138593
Wipf3	1.86833	35.6263	270.706	0.995697	0.0533952	0.072963
Fkbp14	1.46531	2.20121	31.0498	6.88163	2.8487	3.91895
Scrn1	7.03461	0.900926	4.16353	0.996409	225.891	0.363755
Chn2	1.56952	4.39308	0.966779	1.34575e-135	0.248856	0.188208
9130019P16Rik	9.38434e-60	0.808017	1.88279	0	4.81054e-82	0.213283
Prr15	0.179442	1.10897e-48	1.15011	33.3947	0.155161	0
2410066E13Rik	0.979941	0.218329	3.32655	2.08431	3.22832	0.107718
Tax1bp1	45.2696	1.08835	17.6885	297.689	45.1698	0.503487
Znrf2	11.3206	6.36336	1.39387	0.733363	0.546401	45.8481
Ggct	12.86	18.4464	5.78613e-32	19.391	5.80711	17.9909
Nod1	4.58843	9.43218	0	11.2451	18.2978	8.21342
Hnrnpa2b1	273.318	14.923	12.3987	4.46285	9.14612	9.326
Plekha8	5.76976	400.398	3.99635	4.27899	11.1852	4.86218
Inmt	0	0	0	0	0	0
Crhr2	0.0429207	0	0	0.180506	0.0373858	0.0513532
Ghrhr	0	0.118145	0.0986872	0	0.250877	0
Aqp1	0.0411341	0	0.605603	0.0865161	0	0.0984182
Neurod6	0	0	0	0	0.549012	0.502386
Ccdc129	0	0.616585	0	0	0	0
Ppp1r17	0	1.09133	0	0	0.0297561	0
Fam188b	0.684136	0	0	0.773817	0	0
Adcyap1r1	0.27796	80.7608	0.121365	0.293213	0	0
Pde1c	0.113157	0.491798	168.459	0.174469	0.0495786	0.0154637
Lsm5	125.496	0.0238565	0.130229	153.464	104.396	155.402
Avl9	6.68668	3.78058	157.419	8.57434	4.78101	4.82751
Kbtbd2	15.0479	10.3629	6.25699	4.46998	9.90888	9.72928
Gars	239.624	0	4.30808	0	0	200.117
Vmn1r4	0	5.2433	0	0	0	0
Vmn1r5	0	0	0	0	6.07816	0
Vmn1r6	0	0	0	178.802	0	0
Vmn1r7	0	0	0	0	0	0
Vmn1r8	0	0	10.395	0	0	0
Vmn1r11	0	0	42.1757	0	0	0
Nt5c3	10.5537	0	0	0	0	0
Vmn1r9	0	0	0	0	0	0
Vmn1r13	0	0	0	11.4116	0	7.69831
Vmn1r12	0	0	0	0	0	0
Vmn1r15	0	0	0	0	0	53.3798
Vmn1r14	0	0	0	0	0	0
Vmn1r10	0	0	0	0	0	0
Fkbp9	44.595	0	0	0	0	0
Vmn1r16	0	0	0	0	0	0
Vmn1r17	0	0	0	0	0	0
Vmn1r18	0	0	0	0.174432	0	0
Vmn1r20	0	0.621882	0	0.454541	0.753633	0
Vmn1r19	0	0.196572	0.190001	0	0.542252	0
Ppm1k	0.744486	1.19304	0.495019	0	0.792939	0.716299
Herc6	0.351536	0	0	47.8262	0	0.514818
Pyurf	0.927235	0	1.38905	1.36037	5.20347	0.419915
Vmn1r21	0	0	6.08166	0	0	0
Vmn1r22	0	0	0	0	0	0
Vmn1r23	0	0	0	0	3.0061	2.95359
Vmn1r24	0	0	0	0	0	0
Vopp1	2.66524	1.97882	0	0	0	0
Vmn1r26	0	214.494	2.52296	6.2146	0	0
Lancl2	9.55154	7.94758	0	0	0	0
Vmn1r25	0	57.159	0	3.46323	0	5.01794
Vmn1r28	0	0	0	0	62.6743	0
Vmn1r31	0	0	0	0	0	0
Vmn1r30	0	0	0	0	226.773	0
Vmn1r27	0	0	0	0	0	0
Vmn1r29	0	0	0	0	0	0
Abcg2	33.7815	0	9.30727	10.1991	10.3309	9.30192
Fam13a	0.0770296	0.141642	0.412957	0.541129	0.156983	0.276141
Tigd2	4.9121	0.0111075	0	0	2.10794	0
Gprin3	0	3.12138	0.0834147	0	0.108257	0
A530053G22Rik	0	18.027	3.44785	5.60214	6.93014	6.18875
Herc3	4.87143	0	2.55801	3.3499	0.0316421	1.85688
Nap1l5	0.124663	0.293061	0	0.130742	0	0.0746843
Mmrn1	0	3.39919	0	0	0.424862	0
Snca	0.858163	0.0951035	0	0	0	0
Grid2	0	0.0228131	0.989317	1.02724	0.0485243	0
Atoh1	0	0.170469	0	0.117184	0	0
A730020E08Rik	0	0.00735219	0	0	0.0169743	0
Ccser1	0.0388561	0.0387454	0	0.040952	0	0.0464122
Hpgds	0.0679187	0.0727811	0.0780522	0	0.148109	0.0812091
C130060K24Rik	0	0.21548	0	0	0	0
Tnip3	0.0883821	0	0.0676993	0.0620576	0.122831	0.52821
Ndnf	0.257739	0.0541483	0.0538288	0.0987889	0	0.195959
4930544G11Rik	0	0	16.8969	0	2.68397	3.4406
Prdm5	13.1434	9.85065	0	10.6158	0.642898	0
Smarcad1	38.3541	0	10.894	19.8514	0.0409161	0
Vmn1r32	0	0	0	0	0	0
Vmn1r34	0	0.0287382	0	0	0	0
Vmn1r33	0	0	0	0.0987868	0	0
Vmn1r37	0	26.775	0	0	0	0
Vmn1r36	0	0	0	0	34.8894	33.2773
Vmn1r39	0	0	0	0	0	0
Vmn1r35	0	0	0	43.7142	32.7928	40.0433
Vmn1r38	0	41.4786	0	0	0	0
Mad2l1	41.0956	0	43.3911	0	0	0
Gadd45a	58.8842	3.53512	5.97441	7.02184	13.0517	14.0734
E230016M11Rik	0.137894	72.6078	0	1.07287e-08	0.239106	0.165067
Gng12	7.57006	0.527071	6.81905	7.19958	13.1415	13.3767
Il23r	0	0.304886	0	0	0	0.0916663
Il12rb2	0.34488	0	0.466505	0.161254	0.300623	0
4930515G16Rik	0	0	0	0	0.0586191	0
Tacstd2	0.067558	0	0	0	0	0
Rprl1	0	0.267838	0	0.566435	0	0.0809773
Rpia	2.08355	0	3.55812	3.80398	5.30724	4.26966
Tex37	0	5.94441	0	0	0	0
Eif2ak3	5.35661	8.68399	4.62328	5.94399	1.00139	0.888019
Foxi3	10.6597	0.794357	4.046	3.55736	5.64093	5.11442
Fabp1	0	6.94229	0.0773819	0	0	0
Thnsl2	1.00174	4.24372	0	0	0.463614	0.0800294
Smyd1	0.168459	0	1.3834	2.09996	0.323314	0
Cd8b1	0	0	0	0	0	0.36258
Cd8a	0.0362628	0.505542	0	0	0	7.76837
Krcc1	18.7599	0.112646	12.405	11.5814	6.45123	0
Rnf103	2.64402	1.09332	2.05201	1.59028	1.10816	0.862223
Rmnd5a	19.0961	16.8718	10.4697	11.0464	15.3763	14.398
Chmp3	21.183	22.8545	22.0757	23.611	26.1571	22.8174
Reep1	2.01578	1.63775	2.14823	3.13855	1.70862	1.57134
Mrpl35	8.09338	30.1898	9.74877	19.8458	13.1562	12.2997
Kdm3a	17.547	11.6396	19.3274	11.9138	33.1514	31.078
Immt	67.7258	90.7536	72.7282	80.5149	45.4113	79.3752
Ptcd3	55.5738	40.8364	0.14526	44.9435	92.8643	0.756338
Atoh8	0.244681	0.358956	0	0	0.0425854	0
Sftpb	0.568085	0	47.7872	0.397149	0.109614	46.9456
St3gal5	1.86449	2.8023	16.7284	3.481	1.39654	1.11613
4933431G14Rik	0	0.0302379	4.16953	0	0	0
0610030E20Rik	5.02351	3.05074	0	17.6889	3.22961	23.952
Polr1a	24.8523	11.5621	2.50416	3.3967	26.6345	39.231
Vamp5	0.474513	0.445096	35.7211	0.331033	40.1197	2.46308
Usp39	42.7586	4.02211	0.182103	15.4942	0.136988	0.189743
Vamp8	14.3939	47.4481	14.9558	2.13358	10.6044	9.29019
Ggcx	1.95582	8.80726	2.15205	43.9262	5.52673	5.13202
Tmem150a	6.94826	46.5889	7.25687	8.28413	51.5816	5.0407
Rnf181	36.9914	52.6451	38.3828	40.0634	6.76519	46.8843
Elmod3	1.88445	165.854	128.36	4.20769	124.928	2.06307
Retsat	3.09961	3.60171	6.6507	2.82643	2.80907	8.21917
Capg	11.6448	3.43166	2.47711	6.68416	11.5891	6.04345
Mat2a	45.045	16.6831	3.49628	65.832	7.39074	127.955
Tgoln1	13.0197	7.92913	57.7299	143.747	131.602	126.925
Tgoln2	3.37029	10.0219	14.6374	12.5988	21.2893	20.6366
Tcf7l1	33.1966	169.985	2.1888	8.47721	8.07626	8.10206
Gm15401	0	30.7224	26.7791	21.9232	21.8664	21.0708
Kcmf1	27.6224	80.0587	0.281184	31.6043	38.1441	30.758
Dnah6	0.00842186	0.183984	17.6754	0	0.104857	0.146668
4931417E11Rik	0	0.0181039	0	0	0	0
Suclg1	50.397	0	0	0	0	0
Reg3b	0	54.4297	64.3	65.9585	63.9529	66.3713
Reg3a	0	505.219	0	0	0	0
Reg3d	0	0	0	0	0	0
Reg3g	0	0.393613	0	0	0	0
Reg1	0	0	0	0	0	0
Gm20362	0.1125	0	0	0	0	0
Reg2	0.218893	27.5977	0	0	0.556663	0
Mir468	0	0	0	0.45008	0	0.225996
Gm20594	0	0.119455	0	0	0	0
Lrrtm4	0	0.144622	0	0	0	0
Ctnna2	0.192222	0	0.127547	0	0	0
Lrrtm1	0.0453946	0	0	0.116947	0.0479457	0
6330415B21Rik	0	0.0101183	0	0	0.0395253	0.0995213
Tacr1	0.0217657	0	0.620401	0	0	0
Eva1a	0.269537	1.58237	0	0.423743	0	0
Gcfc2	4.2619	0	0	0.0458941	0.643168	0.726911
Mrpl19	7.72857	0	1027.98	3.86889	2.05043	2.16635
Pole4	20.0936	2.67347	24.7572	8.04501	8.97828	7.55675
Tmsb10	804.104	9.89312	2.93394	24.0154	35.957	39.1896
Serbp1	177.582	38.6517	7.47013	981.511	1354.8	1440.69
M1ap	1.42515	0.0395119	0.149042	0.271584	0	0.0776071
2310069B03Rik	0.129519	1.98961	1.49899	2.89782	1.50786	1.3319
Dok1	1.57962	2.59355	2.36076	26.8568	9.909	4.5751
Dqx1	1.08501	6.28385	2.42374	2.06191	5.54107	7.57867
Tlx2	0	0.052286	25.3434	3.94856	1.20987	7.33613
Aup1	14.128	0.0783537	1.30831	0.823632	2.23085	0
Loxl3	3.83507	11.342	0	17.4003	10.7567	1.6378
Htra2	7.97713	0.354729	16.7337	0.346818	22.0202	0.515055
Sema4f	0.852148	33.0143	6.96331	11.2032	0.66831	2.11205
Lbx2	0	4.94917	0.401368	0.179475	0.2963	11.949
Mogs	7.12933	18.2712	0.451795	6.2429	6.10547	16.757
Ino80b	4.44665	0.813812	8.23453	0.358924	0.657912	7.54847
Wbp1	5.16551	33.4428	0.825837	0.151234	27.1383	0.730396
Wdr54	2.58518	0.661799	28.6944	28.4647	67.7955	23.1644
1700003E16Rik	0.285185	14.2668	7.2535	8.44559	10.0675	7.7141
Rtkn	2.1045	22.4867	10.8479	11.8925	9.56163	6.80637
Pcgf1	6.66094	23.048	0.131225	0.239436	10.5944	0.597302
Hk2	29.4024	4.66643	6.32669	1.90102	0.198287	0.0683136
Ccdc142	0.143712	3.2325	1.83344	1.66051	0.772613	58.7841
Mrpl53	20.3458	105.927	2.89972	9.31599	5.28686	3.29205
Slc4a5	0.746595	1.42587	0.686015	0.539769	2.71266	2.72655
Dctn1	18.0629	16.8468	0.2924	16.0983	25.9057	21.058
Mob1a	19.9633	26.6187	14.3099	55.6657	0	0
Bola3	13.8614	37.405	49.0673	28.1502	0.523236	0.409238
B230319C09Rik	0	0	0	20.7058	25.0332	23.3824
Tet3	0.832686	1.74456	34.5961	0	53.4562	48.2483
Actg2	3.66124	2.80411	4.41955	0.144817	24.8536	17.7742
Dguok	12.5669	13.0863	0	2.7808	10.4789	2.41761
Mthfd2	106.582	1.76154	0	16.1287	4.33396	8.48456
Clec4f	0	0	2.2317	0	0	0.0732395
Stambp	2.31756	0	0	2.4898	0	0
Cd207	0.0795663	0	0	0	3.13999	0
Ankrd53	0.0687553	0.0209651	0	0	0	2.0652
Vax2os	0.171509	0.39895	0.473714	0	0	0
Vax2	0	0.21844	18.0417	10.2436	2.51775	12.7519
Atp6v1b1	0	38.2836	21.2517	7.08454	2.30524	6.55409
Tex261	11.2025	22	4.55174	0.17933	15.3458	2.02146
Nagk	4.12806	6.36591	12.0917	0.214394	6.50929	0.493898
Paip2b	15.1877	18.1108	12.4612	15.5265	14.3352	11.6766
Dysf	0.916723	0.250492	0	0.600789	0.0203791	0.0278673
Cyp26b1	0.116716	2.20234	0.544881	0.0491737	1.16224	0.615317
Zfml	26.9316	19.5449	0.108655	18.041	6.3448	0
Npm3-ps1	9.49197	0.0869875	12.2085	0	0.0206607	9.39272
Gm5878	0.141886	11.8805	17.6492	10.0025	0	21.9583
Exoc6b	10.3548	26.9752	0	0.227614	23.8238	0
Emx1	0.109171	0	0	11.7506	0.743998	0.618692
Spr	11.2768	1.25892	16.2313	0.51299	26.2443	18.1529
Sfxn5	0.974254	51.0557	9.66752	0	22.1716	18.1935
Noto	0	0	0.839582	22.665	0	0
Rab11fip5	2.63637	6.50105	2.36104	23.9543	21.0839	28.1378
Mir705	0	30.4914	0	3.97634	0	15.0566
Smyd5	21.8273	73.4782	21.874	0	33.8462	0
Egr4	0.277626	0.445457	0.189469	0.139256	0.158748	0.0197029
Fbxo41	0.247493	1.27179	2.29929	2.79762	0.144808	0.199487
Cml3	0	0	0	0	0.0511144	0
Gm11128	0	0	6.01856	0	5.19063	0
Nat8	0	5.36159	0	0	0.0260361	0
Cml5	0.1356	2.49262	0	0	0	5.92981
Alms1-ps2	5.49029	0	4.29305	3.8814	0	5.3591
Alms1	7.11714	0	0	0.819225	0.112843	0.0585871
Cml2	0.0683174	0.203933	0	6.71019	0	0
1700019G17Rik	0.732382	0.867566	0.589303	0.035955	5.85761	0.306572
Cml1	0.394046	0.397604	0.60634	0.488011	0.319281	0.263635
Pradc1	4.54597	10.6295	8.25453	0.604697	7.56829	7.0518
Cct7	151.027	0.23089	0.444401	0.151752	0	139.755
Tprkb	12.7828	0.591559	0.165737	0	0.159475	7.10703
Figla	0.384057	0.0772461	9.42683	8.8985	0	0
Add2	0.108155	13.1732	161.954	9.84145	5.40799	0
Tgfa	1.12169	11.3456	0.539416	29.929	172.837	0.124689
Dusp11	21.1751	256.077	9.20445	5.84875	17.6513	16.9316
Fam136a	40.3951	53.2205	27.7126	182.829	45.2434	45.1082
Snrpg	291.482	9.84107	403.517	421.58	274.45	281.635
Pcyox1	8.19483	408.842	10.9192	10.8279	12.3404	10.8976
2310040G24Rik	1.11937	3.10195	0.863344	1.2811	1.62846	1.82391
C87436	2.34913	1.9374	1.57448	1.78996	2.1755	2.33798
Tia1	16.7561	5.09142	1.97417	15.6042	12.4247	14.0501
1600020E01Rik	3.43281	1.37896	0.366195	0.595789	3.80599	0.0953823
Asprv1	0.238518	5.54009	15.5806	0.332793	0	3.79278
Mxd1	0.706559	0.460043	0.595182	1.15575	1.07002	0.928592
Snrnp27	55.1944	39.461	9.25978	242.356	44.9922	51.6143
Gmcl1	10.6647	7.5769	1.1785	62.6765	16.1176	13.0768
2610306M01Rik	1.02133	10.5066	58.3541	9.32257	0.877938	0.61482
Anxa4	11.1802	2.01044	15.2189	1.06218	21.3874	20.8594
Pcbp1	245.805	2.94666	1.61243	14.9863	249.702	240.579
Aak1	2.08185	0.0636237	0	1.74872	2.44856	1.98108
D6Ertd527e	0.208247	0	0	0.109346	0.0905662	0
Gkn1	0	0	222.015	0	62.1438	62.8013
Gkn2	0	0	52.38	6.22563	6.64909	7.37968
Gkn3	0	2.21321	0	0	0	0
Antxr1	3.74979	87.7693	5.38206	0	0	0
Gfpt1	7.93263	0	2.04859	0	0	0
Nfu1	75.6543	6.09166	0	0.0574388	0	0
Bmp10	0	0.0140117	0	0	9.52657	0
Arhgap25	0.0916603	0.0452141	0	1.83696	0.0359378	0.0977356
Prokr1	0.0272602	0.041764	0	63.3169	0	8.05167
Efcc1	0.0412474	411.142	2.68106	0	0.0714102	0
Aplf	2.33779	3.90279	0	2.46804	3.46024	2.80293
Gp9	0	0	0	0	0	0
Rab43	1.58699	2.02231	1.8084	1.56672	2.50285	1.77276
Isy1	32.8668	52.3238	37.5796	43.0775	34.236	34.5891
Copg1	31.1897	0.395296	0	16.8811	20.185	37.4015
8430410A17Rik	27.4709	54.7572	17.793	0	0.299692	17.61
Gm5577	0.433027	73.8743	25.7551	32.1365	40.8415	0.103954
H1fx	32.6925	101.524	30.0648	30.7421	76.3518	39.5737
Rab7	71.1572	246.74	55.6415	73.6248	48.57	69.7367
Dnajb8	0	184.975	0	0	0	0
Gata2	1.79795	0	1.1126	0.946195	0.452349	0.413436
Eefsec	11.556	1.8736	9.96384	11.8826	12.3981	10.4203
Rpn1	45.0489	17.1141	42.8284	44.85	53.8611	55.1554
Cnbp	231.756	63.7081	65.9151	70.3241	61.1428	48.7194
Ruvbl1	57.1886	120.107	32.7239	193.775	209.198	199.982
Sec61a1	44.0419	0.0939543	180.11	40.7624	0.0667901	0
Kbtbd12	0	1.18139	0	0	0.739294	0.60211
Mgll	0.635441	1.52893	0.539628	0.984346	0.407571	8.20929
Podxl2	0.3518	12.3515	6.21986	5.93242	8.73262	0.210701
Abtb1	7.73121	109.809	0.417113	0.191147	66.5818	53.7361
Gm839	0	0.119756	0	0	0.0378947	0
Tpra1	4.4091	0	3.43223	0	3.20821	2.48652
4933427D06Rik	0	8.16923	0	0	0	0
Gm1965	0	0.0583502	0	4.35068	0	0
